fullAPCname,binomialAPCname,binomialPOWOname,POWOinfra,taxonRank
Amyema bifurcata Tiegh. var. eburnea,Amyema bifurcata,Amyema eburnea,eburneum,VARIETY
Scaevola ovalifolia R.Br. var. glabra,Scaevola ovalifolia,Scaevola glabrata,glabra,VARIETY
Dissotis rotundifolia (Sm.) Triana,Dissotis rotundifolia,Heterotis rotundifolia,,SPECIES
Acacia bynoeana Benth. var. latifolia Black,Acacia bynoeana,Acacia wilhelmiana,latifolia,VARIETY
Asterolasia correifolia (A.Juss.) Benth. var. mollis Maiden & Betche,Asterolasia correifolia,Asterolasia hexapetala,mollis,VARIETY
Gymnosporia inermis Merr. & L.M.Perry,Gymnosporia inermis,Gymnosporia emarginata,,SPECIES
Coleanthera myrtoides Stachegl,Coleanthera myrtoides,Styphelia coelophylla,,SPECIES
Calothamnus gracilis R.Br.,Calothamnus gracilis,Melaleuca gracilis,,SPECIES
Xyris pusilla R.Br.,Xyris pusilla,Xyris pauciflora,,SPECIES
Adenosma caerulea R. Br.,Adenosma caerulea,Adenosma glutinosum,,SPECIES
Fimbristylis depauperata R. Br.,Fimbristylis depauperata,Fimbristylis dichotoma,,SPECIES
Platysace valida ( F.Muell.) F. Muell.,Platysace valida,Trachymene valida,,SPECIES
Melaleuca saligna (Gmel.) Blume,Melaleuca saligna,Melaleuca cajuputi,,SPECIES
Trymalium spatulatum (Labill.) Ostenf.,Trymalium spatulatum,Trymalium floribundum,,SPECIES
Haloragodendron monospermum (F. V. M.) Orchard,Haloragodendron monospermum,Glischrocaryon monospermum,,SPECIES
Nymphaea pubescens Willd.,Nymphaea pubescens,Nymphaea nouchali,,SPECIES
Haloragodendron lucasii (Maid. & Betche.) Orchard,Haloragodendron lucasii,Glischrocaryon lucasii,,SPECIES
Hibbertia linearis var. obtusifolia (DC.) A.Gray,Hibbertia linearis,Hibbertia obtusifolia,obtusifolia,VARIETY
Oryza meridionalis N.Q. Ng,Oryza meridionalis,Oryza rufipogon,,SPECIES
Vigna caracalla (L.) Verdc.,Vigna caracalla,Cochliasanthus caracalla,,SPECIES
Oplismenus hirtellus ssp. undulatifolius (Ard.) U.Scholz,Oplismenus hirtellus,Oplismenus undulatifolius,undulatifolius,SUBSPECIES
Einadia nutans (R. Br.) A. J. Scott,Einadia nutans,Chenopodium nutans,,SPECIES
Leucopogon ruscifolius R. Br.,Leucopogon ruscifolius,Styphelia ruscifolia,,SPECIES
Eriachne armittii F. Muell. ex Benth.,Eriachne armittii,Eriachne armitii,,SPECIES
Einadia polygonoides (Murr.) P. G. Wilson,Einadia polygonoides,Chenopodium polygonoides,,SPECIES
Zostera muelleri ssp. capricorni (Asch.) S.W.L. Jacobs,Zostera muelleri,Zostera capricorni,capricorni,SUBSPECIES
Galbulimima baccata F.M. Bailey,Galbulimima baccata,Galbulimima belgraveana,,SPECIES
Tabernaemontana orientalis R. Br.,Tabernaemontana orientalis,Tabernaemontana pandacaqui,,SPECIES
Eucalyptus longifolia Lindl.,Eucalyptus longifolia,Eucalyptus elata,,SPECIES
Rhodamnia spongiosa ( F.M.Baily) Domin,Rhodamnia spongiosa,Rhodamnia glauca,,SPECIES
Nelsonia campestris R. Br.,Nelsonia campestris,Nelsonia canescens,,SPECIES
Bauhinia malabarica L.,Bauhinia malabarica,Piliostigma malabaricum,,SPECIES
Gomphrena celosioides C. Martius,Gomphrena celosioides,Gomphrena serrata,,SPECIES
Hippocratea barbata F. Muell.,Hippocratea barbata,Loeseneriella barbata,,SPECIES
Crotalaria montana Roxb.,Crotalaria montana,Crotalaria albida,,SPECIES
Rhagodia eremaea Paul G. Wilson,Rhagodia eremaea,Chenopodium eremaeum,,SPECIES
Siphonodon pendulus F. M. Bail.,Siphonodon pendulus,Siphonodon pendulum,,SPECIES
Argyrodendron peralatum (Bailey) Edlin ex J.H. Boas,Argyrodendron peralatum,Heritiera peralata,,SPECIES
Meionectes brownii R. Br.,Meionectes brownii,Haloragis brownii,,SPECIES
Brackenridgea australiana F. Muell.,Brackenridgea australiana,Brackenridgea nitida,,SPECIES
Sarcocornia quinqueflora (Ung.-Sternb.) A.J. Scott,Sarcocornia quinqueflora,Salicornia quinqueflora,,SPECIES
Rostellularia adscendens (R. Br.) R. M. Barker,Rostellularia adscendens,Justicia adscendens,,SPECIES
Cleome aculeata L.,Cleome aculeata,Tarenaya aculeata,,SPECIES
Eucalyptus haemastoma var. micrantha ( DC.) Benth.,Eucalyptus haemastoma,Eucalyptus racemosa,micrantha,VARIETY
Heliotropium fasciculatum H. Br.,Heliotropium fasciculatum,Euploca fasciculata,,SPECIES
Symplocos stawellii F. Muell.,Symplocos stawellii,Symplocos cochinchinensis,,SPECIES
Grevillea manglesioides subsp. papillosa,Grevillea manglesioides,Grevillea papillosa,papillosa,SUBSPECIES
Grevillea eriostachya subsp. excelsior,Grevillea eriostachya,Grevillea excelsior,excelsior,SUBSPECIES
Thysanotus patersonii subsp. manglesianus,Thysanotus patersonii,Thysanotus manglesianus,manglesianus,SUBSPECIES
Boronia ramosa subsp. anethifolia,Boronia ramosa,Cyanothamnus ramosus,anethifolia,VARIETY
Amphipogon caricinus var. sericeus,Amphipogon caricinus,Amphipogon sericeus,sericeus,VARIETY
Stylidium bulbiferum var. septentrionale,Stylidium bulbiferum,Stylidium septentrionale,septentrionale,VARIETY
Oldenlandia tenelliflora var. papuana,Oldenlandia tenelliflora,Scleromitrion tenelliflorum,papuana,VARIETY
Caladenia longiclavata var. rhomboidiformis,Caladenia longiclavata,Caladenia rhomboidiformis,rhomboidiformis,VARIETY
Cynanchum leibianum,Cynanchum leibianum,Vincetoxicum leibianum,,SPECIES
Molineriella minuta,Molineriella minuta,Periballia minuta,,SPECIES
Leucopogon obtusatus,Leucopogon obtusatus,Acrothamnus suaveolens,,SPECIES
Tylophora rupicola,Tylophora rupicola,Vincetoxicum rupicola,,SPECIES
Ternstroemia cherryi,Ternstroemia cherryi,Ternstroemia cherreyi,,SPECIES
Caesalpinia bonduc,Caesalpinia bonduc,Guilandina bonduc,,SPECIES
Euryops abrotanifolius,Euryops abrotanifolius,Othonna daucifolia,,SPECIES
Verbena officinalis var. halei,Verbena officinalis,Verbena halei,halei,VARIETY
Cyathea rebeccae (F. Muell.) Domin,Cyathea rebeccae,Alsophila rebeccae,,SPECIES
Amphipogon caricinus var. sericeus Vickery,Amphipogon caricinus,Amphipogon sericeus,sericeus,VARIETY
Triodia irritans var. laxispicata N.T. Burb.,Triodia irritans,Triodia scariosa,laxispicata,VARIETY
Lomandra glauca subsp. collina A.T. Lee,Lomandra glauca,Lomandra collina,collina,SUBSPECIES
Scaevola taccada taccada,Scaevola taccada,Scaevola sericea,taccada,VARIETY
Eriocaulon bifistulosum,Eriocaulon bifistulosum,Eriocaulon setaceum,,SPECIES
Caladenia dilatata var. falcata,Caladenia dilatata,Caladenia falcata,falcata,VARIETY
Orobanche cernua var. australiana,Orobanche cernua,Orobanche australiana,australiana,FORM
Cassinia aculeata A.Cunn. ex DC.,Cassinia aculeata,Cassinia cunninghamii,,SPECIES
Stylidium androsaceum DC.,Stylidium androsaceum,Stylidium guttatum,,SPECIES
Petrophile juncifolia LIndl.,Petrophile juncifolia,Petrophile media,,SPECIES
Leucopogon pimeleoides A.Cunn. ex DC.,Leucopogon pimeleoides,Leucopogon lanceolatus,,SPECIES
Acacia doratoxylon var. ovata,Acacia doratoxylon,Acacia granitica,ovata,VARIETY
Syzygium wilsonii subsp. cryptophlebium,Syzygium wilsonii,Syzygium cryptophlebium,cryptophlebium,SUBSPECIES
Calothamnus planifolius Lehm. f. latifolius Schauer,Calothamnus planifolius,Melaleuca planifolia,latifolius,VARIETY
Bubbia whiteana A.C.Sm.,Bubbia whiteana,Zygogynum semecarpoides,,SPECIES
Drosera calycina Planch. var. minor. Benth,Drosera calycina,Drosera microphylla,minor,VARIETY
Caladenia dilatata R.Br. var. concinna H.M.Rupp,Caladenia dilatata,Caladenia concinna,concinna,VARIETY
Veronica novae-hollandiae Poir.,Veronica novae-hollandiae,Veronica distans,,SPECIES
Petraeomyrtus punicea (Byrnes) Craven,Petraeomyrtus punicea,Melaleuca punicea,,SPECIES
Caladenia patersonii var. magnifica,Caladenia patersonii,Caladenia magnifica,magnifica,VARIETY
Xanthium canescens,Xanthium canescens,Xanthium spinosum,,SPECIES
Leucopogon oxycedrus var. brevifolius,Leucopogon oxycedrus,Leptecophylla juniperina,brevifolius,VARIETY
Flickingeria nativitatis,Flickingeria nativitatis,Dendrobium nativitatis,,SPECIES
Tectaria devexa var. minor,Tectaria devexa,Tectaria membranacea,minor,VARIETY
Hydrocotyle novae-zeelandiae var. montana,Hydrocotyle novae-zeelandiae,Hydrocotyle novae-zealandiae,montana,VARIETY
Boronia anemonifolia subsp. variabilis (Hook.) P. G. Neish,Boronia anemonifolia,Cyanothamnus anemonifolius,variabilis,SUBSPECIES
Caladenia patersonii var. longicauda (Lindl.) R. S. Rogers,Caladenia patersonii,Caladenia longicauda,longicauda,VARIETY
Pomaderris intermedia DC.,Pomaderris intermedia,Pomaderris discolor,,SPECIES
Boronia nana var. nana Hook. f.,Boronia nana,Cyanothamnus nanus,,SPECIES
Boronia ramosa subsp. anethifolia (Bartl.) Paul G. Wilson,Boronia ramosa,Cyanothamnus ramosus,anethifolia,SUBSPECIES
Eucalyptus oleosa var. peeneri Blakely,Eucalyptus oleosa,Eucalyptus eremicola,peeneri,VARIETY
Acacia nodiflora var. scoparia E. Pritz.,Acacia nodiflora,Acacia deficiens,scoparia,VARIETY
Bauhinia hookeri var. broomensis Hochr.,Bauhinia hookeri,Lysiphyllum hookeri,broomensis,VARIETY
Pultenaea verruculosa var. brachyphylla (Turcz.) Benth.,Pultenaea verruculosa,Pultenaea brachyphylla,brachyphylla,VARIETY
Ranunculus muelleri var. brevicaulis B. G. Briggs,Ranunculus muelleri,Ranunculus acrophilus,brevicaulis,VARIETY
Acacia coolgardiensis subsp. latior R. S. Cowan & Maslin,Acacia coolgardiensis,Acacia latior,latior,SUBSPECIES
Cassytha peninsularis var. flindersii J. Z. Weber,Cassytha peninsularis,Cassytha flindersii,flindersii,VARIETY
Beaufortia sprengelioides (DC.) Craven,Beaufortia sprengelioides,Melaleuca sprengelioides,,SPECIES
Melaleuca violacea var. petiolata Benth.,Melaleuca violacea,Melaleuca platycalyx,petiolata,VARIETY
Myoporum cordifolium (F. Muell.) Druce,Myoporum cordifolium,Myoporum salsoloides,,SPECIES
Senecio tenuiflorus (DC.) Sch. Bip.,Senecio tenuiflorus,Erechtites tenuiflora,,SPECIES
Leucopogon planifolius Sond.,Leucopogon planifolius,Styphelia planifolia,,SPECIES
Boronia nana var. pubescens (Benth.) J. H. Willis,Boronia nana,Cyanothamnus nanus,pubescens,VARIETY
Kunzea peduncularis F. Muell.,Kunzea peduncularis,Kunzea ericoides,,SPECIES
Myriocephalus pygmaeus (A. Gray) P. S. Short,Myriocephalus pygmaeus,Myriocephalus pygmaea,,SPECIES
Eremophila graciliflora F. Muell.,Eremophila graciliflora,Eremophila longifolia,,SPECIES
Hydrocotyle hirta var. pusilla Benth.,Hydrocotyle hirta,Hydrocotyle pusilla,pusilla,VARIETY
Deyeuxia quadriseta (slender flaccid variant),Deyeuxia quadriseta,Calamagrostis quadriseta,,SPECIES
Poa billardierei (Spreng.) St.-Yves,Poa billardierei,Poa triodioides,,SPECIES
Cyathea leichhardtiana (F.Muell.) Copeland,Cyathea leichhardtiana,Alsophila leichhardtiana,,SPECIES
Lycopodiella lateralis (R.Br.) B.Ollg.,Lycopodiella lateralis,Lateristachys lateralis,,SPECIES
Piper excelsum subsp. psittacorum G.Forst.,Piper excelsum,Macropiper excelsum,psittacorum,SUBSPECIES
Hibbertia complanata (R.Br. ex DC.) J.W.Horn,Hibbertia complanata,Hibbertia persquamata,,SPECIES
Cyathea australis subsp. australis (R.Br.) Domin,Cyathea australis,Alsophila australis,,SPECIES
Cyathea robusta (C.Moore ex Maiden) Holttum,Cyathea robusta,Sphaeropteris robusta,,SPECIES
Hibiscus tridactylites Lindl.,Hibiscus tridactylites,Hibiscus trionum,,SPECIES
Landoltia punctata (G.Mey.) Les & D.J.Crawford,Landoltia punctata,Spirodela punctata,,SPECIES
Sanguisorba minor subsp. muricata Scop.,Sanguisorba minor,Poterium sanguisorba,muricata,SUBSPECIES
Epilobium nummulariifolium R.Cunn. ex A.Cunn.,Epilobium nummulariifolium,Epilobium nummularifolium,,SPECIES
Leontodon saxatilis Lam.,Leontodon saxatilis,Thrincia saxatilis,,SPECIES
Leucopogon parviflorus (Andrews) Lindley,Leucopogon parviflorus,Leptecophylla parvifolia,,SPECIES
Panicum effusum var. simile,Panicum effusum,Panicum simile,simile,VARIETY
Blechnum penna-marina subsp. alpina (Poir.) Kuhn,Blechnum penna-marina,Austroblechnum penna-marina,alpina,SUBSPECIES
Microsorum pustulatum subsp. howensis (G.Forst.) Copel.,Microsorum pustulatum,Zealandia pustulata,,SPECIES
Wahlenbergia gymnoclada Lothian,Wahlenbergia gymnoclada,Wahlenbergia littoralis,,SPECIES
Vicia sativa subsp. cordata L.,Vicia sativa,Vicia cordata,cordata,SUBSPECIES
Astroloma humifusum (Cav.) R.Br,Astroloma humifusum,Styphelia humifusa,,SPECIES
Epilobium billardiereanum subsp. cinereum Ser.,Epilobium billardiereanum,Epilobium billardierianum,cinereum,SUBSPECIES
Doryopteris concolor var. kirkii (Langsd. & Fisch.) Kuhn,Doryopteris concolor,Doryopteris kirkii,kirkii,VARIETY
Dillwynia floribunda var. teretifolia Sm.,Dillwynia floribunda,Dillwynia elegans,teretifolia,VARIETY
Adriana tomentosa var. tomentosa Gaudich.,Adriana tomentosa,Adriana urticoides,,SPECIES
Hybanthus floribundus subsp. floribundus (Lindley) F.Muell.,Hybanthus floribundus,Pigea floribunda,,SPECIES
Leucopogon ericoides (Smith) R.Br.,Leucopogon ericoides,Styphelia ericoides,,SPECIES
Gossypium australe F.Müll.,Gossypium australe,Cienfuegosia australis,,SPECIES
Avicennia marina var. resinifera (Forssk.) Vierh.,Avicennia marina,Avicennia eucalyptifolia,resinifera,VARIETY
Colysis sayeri (F.Muell. & Baker) Copel.,Colysis sayeri,Dendroconche sayeri,,SPECIES
Alyogyne huegelii (Endl.) Fryx.,Alyogyne huegelii,Hibiscus huegelii,,SPECIES
Tasmannia xerophila subsp. robusta (P.Parm.) M.Gray,Tasmannia xerophila,Drimys xerophila,robusta,SUBSPECIES
Pogonolepis muelleriana (Sonder) P.Short,Pogonolepis muelleriana,Chthonocephalus muellerianus,,SPECIES
Sarcocornia quinqueflora subsp. quinqueflora (Bunge ex Ung.-Sternb.) A.J.Scott,Sarcocornia quinqueflora,Salicornia quinqueflora,quinqueflora,SUBSPECIES
Fumaria officinalis subsp. wirtgenii L.,Fumaria officinalis,Fumaria wirtgenii,wirtgenii,SUBSPECIES
Deyeuxia scaberula Vick.,Deyeuxia scaberula,Calamagrostis austroscaberula,,SPECIES
Deyeuxia minor Benth.,Deyeuxia minor,Calamagrostis minor,,SPECIES
Sarcocornia blackiana (Ulbrich) A.J.Scott,Sarcocornia blackiana,Salicornia blackiana,,SPECIES
Rhagodia candolleana subsp. candolleana Moq.,Rhagodia candolleana,Chenopodium candolleanum,,SPECIES
Hymenophyllum howense Brownlie,Hymenophyllum howense,Hymenophyllum multifidum,,SPECIES
Crassula tetramera (Toelken) A.P.Druce & Sykes,Crassula tetramera,Crassula sieberiana,,SPECIES
Hibbertia linearis var. obtusifolia R.Br. ex DC.,Hibbertia linearis,Hibbertia obtusifolia,obtusifolia,VARIETY
Alternanthera denticulata var. micrantha R.Br.,Alternanthera denticulata,Alternanthera micrantha,micrantha,VARIETY
Clematis aristata R.Br. ex Ker Gawl. subsp. tasmanica,Clematis aristata,Clematis gentianoides,tasmanica,SUBSPECIES
Desmodium brachypodum A. Gray,Desmodium brachypodum,Oxytes brachypoda,,SPECIES
Pseudognaphalium luteoalbum (Linnaeus) Hilliard & B. L. Burtt,Pseudognaphalium luteoalbum,Helichrysum luteoalbum,,SPECIES
Drosera squamosa Bentham,Drosera squamosa,Drosera erythrorhiza,,SPECIES
Diuris pauciflora R. Brown,Diuris pauciflora,Diuris emarginata,,SPECIES
Verbena macrostachya F. Mueller,Verbena macrostachya,Verbena officinalis,,SPECIES
Heliotropium cunninghamii Bentham,Heliotropium cunninghamii,Euploca cunninghamii,,SPECIES
Leucopogon hamulosus E. Pritzel,Leucopogon hamulosus,Styphelia hamulosa,,SPECIES
Euphrasia scabra var. caudata J. H. Willis,Euphrasia scabra,Euphrasia caudata,caudata,VARIETY
Grevillea barklyana subsp. macleayana McGillivray,Grevillea barklyana,Grevillea macleayana,macleayana,SUBSPECIES
Eucalyptus siderophloia f. decorticans F. M. Bailey,Eucalyptus siderophloia,Eucalyptus decorticans,decorticans,FORM
Caladenia catenata var. gigantea (R. S. Rogers) W. M. Curtis,Caladenia catenata,Caladenia quadrifaria,gigantea,VARIETY
Bauhinia hookeri F. Mueller,Bauhinia hookeri,Lysiphyllum hookeri,,SPECIES
Nervilia aragoana Gaudich.,Nervilia aragoana,Nervilia concolor,,SPECIES
Dipodium punctatum  (Sm.) R. Br.,Dipodium punctatum,Dipodium squamatum,,SPECIES
Habenaria ferdinandi  Schltr.,Habenaria ferdinandi,Habenaria ferdinandii,,SPECIES
Melastoma affine  D.Don,Melastoma affine,Melastoma malabathricum,,SPECIES
Sida cunninghamii subsp. (Bedourie R.W.Purdie 1445),Sida cunninghamii,Sida pedunculata,,SPECIES
Monolepis spathulata,Monolepis spathulata,Blitum spathulatum,,SPECIES
Cadetia collinsii,Cadetia collinsii,Dendrobium collinsii,,SPECIES
Cadetia uniflos,Cadetia uniflos,Dendrobium taylorii,,SPECIES
Olearia stellulata DC. var. lirata Benth.,Olearia stellulata,Olearia lyrata,lirata,VARIETY
Nymphaea gigantea Hook. var. violacea Conard,Nymphaea gigantea,Nymphaea violacea,violacea,VARIETY
Tephrosia brachyodon Domin var. rafescens (Benth.) Domin,Tephrosia brachyodon,Tephrosia rufula,rufescens,VARIETY
Ficus platypoda (Miq.) Miq. var. mollis Benth.,Ficus platypoda,Ficus tinctoria,mollis,VARIETY
Sanguisorba minor Scop. subsp. muricata (Spach) Briq.,Sanguisorba minor,Poterium sanguisorba,muricata,SUBSPECIES
Acacia aneura F.Muell. ex Benth. var. latifolia J.M.Black,Acacia aneura,Acacia ayersiana,latifolia,VARIETY
Lindernia clausa F.Muell.,Lindernia clausa,Vandellia clausa,,SPECIES
Vittadinia spechtii N.T.Burb.,Vittadinia spechtii,Peripleura spechtii,,SPECIES
Acacia subulata Vatke,Acacia subulata,Vachellia nilotica,,SPECIES
Deyeuxia parviseta Vickery,Deyeuxia parviseta,Calamagrostis parviseta,,SPECIES
Hakea vittata R.Br. var. glabriflora J.M.Black ex J.H.Willis,Hakea vittata,Hakea decurrens,glabriflora,VARIETY
Hybanthus monopetalus (Schult.) Domin.,Hybanthus monopetalus,Pigea monopetala,,SPECIES
Hedysarum coronarium L.,Hedysarum coronarium,Sulla coronaria,,SPECIES
Calothamnus robustus Schauer,Calothamnus robustus,Melaleuca robusta,,SPECIES
Alyxia magnifolia F.M. Bailey,Alyxia magnifolia,Alyxia ilicifolia,,SPECIES
Tetrarrhena acuminata R.Br.,Tetrarrhena acuminata,Ehrharta acuminata,,SPECIES
Melaleuca linariifolia Sm. var. trichostachya (Lindl.) Benth.,Melaleuca linariifolia,Melaleuca trichostachya,trichostachya,VARIETY
Hypoxis hygrometrica var. pratensis (R. Br.) Benth.,Hypoxis hygrometrica,Hypoxis pratensis,pratensis,VARIETY
Daviesia corymbosa Sm. var. mimosoides (R. Br.) Benth.,Daviesia corymbosa,Daviesia mimosoides,mimosoides,VARIETY
Desmodium nemorosum Benth.,Desmodium nemorosum,Grona nemorosa,,SPECIES
Erodium cygnorum Nees var. glandulosum Carolin,Erodium cygnorum,Erodium carolinianum,glandulosum,SUBSPECIES
Argyrodendron actinophyllum (Bailey) Edlin ssp. diversifolium L.S. Sm.,Argyrodendron actinophyllum,Heritiera actinophylla,,SPECIES
Heliotropium flintii F.Muell. ex A.S.Mitch,Heliotropium flintii,Euploca flintii,,SPECIES
Hovea longifolia R.Br. var. lanceolata (Sims) Benth.,Hovea longifolia,Hovea lanceolata,lanceolata,VARIETY
Goodia lotifolia Salisb. var. pubescens (Sims) H.B.Will,Goodia lotifolia,Goodia pubescens,pubescens,VARIETY
Beaufortia aestiva K.J.Brooks,Beaufortia aestiva,Melaleuca aestiva,,SPECIES
Acacia dealbata A.Cunn.,Acacia dealbata,Acacia lunata,,SPECIES
Stylidium luteum subsp. clavatum,Stylidium luteum,Stylidium clavatum,clavatum,SUBSPECIES
Olearia rudis,Olearia rudis,Muellerolaria rudis,,SPECIES
Dianella caerulea var. congesta,Dianella caerulea,Dianella congesta,congesta,VARIETY
Ficus platypoda var. mollis,Ficus platypoda,Ficus tinctoria,mollis,VARIETY
Cynanchum carnosum,Cynanchum carnosum,Vincetoxicum carnosum,,SPECIES
Zieria granulata var. adenodonta,Zieria granulata,Zieria adenodonta,adenodonta,VARIETY
Lycopodium scariosum,Lycopodium scariosum,Diphasium scariosum,,SPECIES
Stylidium spathulatum subsp. glandulosum,Stylidium spathulatum,Stylidium glandulosissimum,glandulosum,SUBSPECIES
Ficus platypoda var. lachnocaulon,Ficus platypoda,Ficus brachypoda,lachnocaula,VARIETY
Cassia brewsteri var. marksiana,Cassia brewsteri,Cassia marksiana,marksiana,VARIETY
Stylidium crassifolium subsp. elongatum,Stylidium crassifolium,Stylidium elongatum,elongatum,SUBSPECIES
Eria dischorensis,Eria dischorensis,Bryobium dischorense,,SPECIES
Peristylus papuanus,Peristylus papuanus,Peristylus tradescantiifolius,,SPECIES
Dipodium punctatum var. stenocheilum,Dipodium punctatum,Dipodium stenocheilum,stenocheilum,VARIETY
Geranium dissectum var. australe Benth.,Geranium dissectum,Geranium solanderi,australe,VARIETY
Thelymitra spiralis var. pulchella,Thelymitra spiralis,Thelymitra maculata,pulchella,VARIETY
Rostellularia adscendens subsp. Irvinebank (A.R.Bean+ 5461),Rostellularia adscendens,Justicia adscendens,,SPECIES
Caladenia patersonii var. suaveolens,Caladenia patersonii,Caladenia fragrantissima,suaveolens,VARIETY
Ficus aculeata var. indecora (Miq.) D.J.Dixon,Ficus aculeata,Ficus opposita,indecora,VARIETY
Eucalyptus pulverulenta Link,Eucalyptus pulverulenta,Eucalyptus globulus,,SPECIES
Ranunculus muelleri var. brevicaulis B.G.Briggs,Ranunculus muelleri,Ranunculus acrophilus,brevicaulis,VARIETY
Verbena africana (I.Fernandes & Verdc.) P.W.Michael,Verbena africana,Verbena officinalis,,SPECIES
Avicennia marina var. resinifera (G.Forst.) Bakh.,Avicennia marina,Avicennia eucalyptifolia,resinifera,VARIETY
